北京市
北京市怀柔区汤河口镇小梁前村,116.55232820357343,40.84822885231355
北京市密云区古北口镇河西村,117.15887306696564,40.694289690363849
天津市
天津市北辰区天穆镇天穆村,117.16062296609909,39.203025069262519
河北省
河北省唐山市遵化市东陵满族乡裕大村,117.65836300002009,40.19046473867756
河北省唐山市遵化市东陵满族乡裕小村,117.65552615121958,40.18865064634654
河北省秦皇岛市卢龙县蛤泊乡青龙河村,119.05540961557937,39.80087666024365
河北省秦皇岛市青龙满族自治县肖营子镇高丽铺村,118.87471716902778,40.26150942551897
河北省邯郸市大名县黄金堤乡马时庄村,115.18496285969153,36.415732818530248
河北省保定市定州市明月店镇三十里铺村,114.89567183461382,38.45753297182301
河北省张家口市尚义县大盘营乡五台蒙古营村,113.95191125735602,41.40445269373931
河北省张家口市怀来县新保安镇前进街村,115.42049676779674,40.44808306174371
河北省承德市平泉市柳溪镇薛杖子社区,118.540584529503,41.256544672712909
河北省承德市承德县两家满族乡两家村,118.04997120234539,41.32059555819877
河北省承德市滦平县巴克什营镇古城川村,117.29263884215095,40.721564558744258
河北省承德市隆化县茅荆坝乡茅荆坝村,118.13093395084033,41.53293156197616
河北省承德市丰宁满族自治县五道营乡九道沟村,116.45185515770727,41.28308754196597
河北省承德市宽城满族自治县大石柱子乡大闫杖子村,119.0456032634797,40.623346829266207
河北省承德市宽城满族自治县化皮镇任杖子村,118.35415774972845,40.609075466050928
河北省承德市围场满族蒙古族自治县四道沟乡庙宫村,117.76666396993075,41.94428319782687
河北省承德市围场满族蒙古族自治县御道口镇御道口村,116.98566961378963,42.1514292284449
河北省沧州市青县盘古乡曹辛庄村,116.84410097728355,38.579848083248908
河北省廊坊市香河县五百户镇香椿营村,117.06900568544194,39.68215581777799
河北省廊坊市大厂回族自治县大厂镇小厂村,117.00661001353274,39.89208210542769
山西省
山西省临汾市翼城县唐兴镇北关村,111.71905972581156,35.74556071800514
内蒙古自治区
内蒙古自治区包头市东河区沙尔沁镇阿都赖村,110.2412720635572,40.57479541174731
内蒙古自治区包头市石拐区吉忽伦图苏木爬榆树嘎查,110.2499795185265,40.808237409691738
内蒙古自治区包头市九原区阿嘎如泰苏木阿贵沟嘎查,109.51944010830323,40.669201843505778
内蒙古自治区赤峰市巴林右旗索博日嘎镇索博日嘎嘎查,118.52427794890257,44.20028214337011
内蒙古自治区赤峰市巴林右旗幸福之路苏木关乃英格嘎查,118.94121540220105,43.81981760639437
内蒙古自治区赤峰市巴林右旗幸福之路苏木床金嘎查,118.81794938113858,44.09650876854453
内蒙古自治区赤峰市巴林右旗查干沐沦苏木沙巴尔台嘎查,118.58288366986517,43.86683136807806
